Team,G,PA,HR,R,RBI,SB,BBrate,Krate,ISO,BABIP,AVG,OBP,SLG,wOBA,wRCplus,WAR,Year,Temp,roof_status,Wind,Ocean,Direction,Deepest,turf_status,Elevation Above Sea Level (ft),Average Humidity,Average Summer Temperature (degrees F),fair_area,foul_area
MIN,1972,6283,116,748,711,90,8.8%,16.3%,0.13699999999999998,0.309,0.27,0.337,0.40700000000000003,0.327,86,3.3,2000,71.3,1,0.0,1016,east,408.0,1.0,840.0,59%,80.0,107.5,34.3
SEA,2043,6474,169,927,881,174,9.5%,15.3%,0.157,0.32,0.28800000000000003,0.36,0.445,0.34700000000000003,116,44.4,2001,67.2,2,2.5,1,northeast,405.0,0.0,14.0,73%,70.0,106.1,24.3
STL,2300,6177,199,814,768,91,8.6%,17.6%,0.172,0.302,0.27,0.33899999999999997,0.441,0.335,101,31.1,2001,78.5,0,7.1,689,south southeast,400.0,0.0,436.0,56%,88.0,112.1,22.7
SFG,2231,6408,235,799,775,57,9.8%,17.0%,0.19399999999999998,0.29,0.266,0.342,0.46,0.341,108,30.9,2001,64.3,0,11.8,1,east,415.0,0.0,415.0,68%,67.0,110.8,25.5
OAK,1830,6385,199,884,835,68,10.0%,16.0%,0.175,0.28800000000000003,0.264,0.345,0.439,0.33799999999999997,108,28.0,2001,65.6,0,11.1,1,east northeast,400.0,0.0,-21.0,75%,72.0,108.7,40.7
COL,2179,6394,213,923,874,132,8.0%,16.1%,0.191,0.322,0.292,0.354,0.483,0.35700000000000004,95,26.5,2001,73.7,0,6.5,947,north,424.0,0.0,5183.0,37.00%,86.0,119.2,24.9
ARI,2180,6349,208,818,776,71,9.2%,16.6%,0.175,0.294,0.267,0.341,0.442,0.336,97,26.0,2001,81.1,2,8.1,372,north,413.0,0.0,1082.0,37%,102.0,114.2,25.5
CLE,1901,6357,212,897,868,79,9.1%,16.9%,0.179,0.308,0.278,0.35,0.45799999999999996,0.34700000000000003,112,23.7,2001,69.9,0,10.3,373,north,410.0,0.0,653.0,61%,81.0,105.4,21.9
HOU,2121,6325,208,847,805,64,9.2%,17.7%,0.18,0.304,0.271,0.34700000000000003,0.451,0.34299999999999997,101,23.6,2001,74.0,2,7.8,47,north northwest,436.0,0.0,38.0,75%,90.0,107.0,21.0
CHW,1906,6151,214,798,770,123,8.5%,16.2%,0.183,0.29,0.268,0.33399999999999996,0.451,0.337,104,23.0,2001,71.0,0,11.1,680,southeast,400.0,0.0,596.0,71%,82.0,105.3,25.0
PHI,2083,6219,164,746,708,153,8.9%,18.1%,0.154,0.297,0.26,0.32899999999999996,0.414,0.321,92,22.9,2001,75.5,0,9.6,57,east northeast,408.0,1.0,9.0,55%,87.0,109.0,27.8
TEX,1897,6388,246,890,844,97,8.6%,17.1%,0.195,0.3,0.275,0.344,0.47100000000000003,0.349,108,22.4,2001,84.3,0,9.3,247,east southeast,407.0,0.0,616.0,64%,92.0,112.6,18.9
MIN,1791,6185,164,771,717,146,8.0%,17.5%,0.161,0.31,0.272,0.337,0.433,0.332,99,21.8,2001,71.3,1,0.0,1016,east,408.0,1.0,840.0,59%,80.0,107.5,34.3
MIA,2034,6184,166,742,713,89,7.6%,18.5%,0.159,0.303,0.264,0.326,0.423,0.32299999999999995,95,21.2,2001,76.3,0,11.0,1,east,420.0,0.0,3.0,61%,87.0,108.9,24.0
ATL,2141,6152,174,729,696,85,8.0%,16.9%,0.152,0.29,0.26,0.324,0.41200000000000003,0.317,89,20.9,2001,80.2,0,7.9,267,north northeast,401.0,0.0,1001.0,55%,88.0,112.1,23.1
CHC,2271,6219,194,777,748,67,9.3%,17.3%,0.16899999999999998,0.29,0.261,0.336,0.43,0.32899999999999996,98,20.6,2001,68.3,0,10.2,684,north northeast,400.0,0.0,135.0,71%,82.0,107.8,18.6
LAD,2084,6169,206,758,714,89,8.4%,17.2%,0.17,0.27899999999999997,0.255,0.32299999999999995,0.425,0.322,97,18.2,2001,74.2,0,6.0,16,north northeast,395.0,0.0,522.0,52%,81.0,111.1,19.3
LAA,1824,6226,158,691,662,116,7.9%,16.1%,0.14400000000000002,0.29,0.261,0.327,0.405,0.318,93,17.8,2001,75.6,0,6.3,20,northeast,400.0,0.0,148.0,55%,81.0,106.7,21.5
SDP,2259,6278,161,789,753,129,10.8%,20.3%,0.147,0.297,0.252,0.336,0.39899999999999997,0.321,97,17.7,2001,71.5,0,8.5,2,north,411.0,0.0,16.0,76%,74.0,106.9,28.9
NYY,1867,6233,203,804,774,161,8.3%,16.6%,0.168,0.293,0.267,0.33399999999999996,0.435,0.332,103,17.3,2001,73.7,0,9.4,20,east,408.0,0.0,54.0,63%,83.0,128.9,21.0
TOR,1859,6284,195,767,728,156,7.5%,17.4%,0.16699999999999998,0.293,0.263,0.325,0.43,0.324,94,15.7,2001,70.0,2,9.6,339,north,400.0,1.0,282.0,61%,77.0,109.5,29.0
MIL,2303,6148,209,740,712,66,7.9%,22.8%,0.175,0.299,0.251,0.319,0.426,0.32,90,14.5,2001,73.6,2,10.1,732,southeast,400.0,0.0,593.0,72%,75.0,111.2,21.1
BOS,2035,6264,198,772,739,46,8.3%,18.1%,0.17300000000000001,0.3,0.266,0.33399999999999996,0.439,0.332,100,14.2,2001,69.4,0,10.9,5,northeast,420.0,0.0,20.0,57%,80.0,105.5,18.1
NYM,2263,6156,147,642,608,66,8.9%,17.3%,0.13699999999999998,0.28300000000000003,0.249,0.32299999999999995,0.387,0.309,87,12.2,2001,72.8,0,12.0,14,east northeast,410.0,0.0,13.0,63%,83.0,111.3,21.9
KCR,1837,6176,152,729,691,100,6.6%,14.5%,0.14300000000000002,0.29100000000000004,0.266,0.318,0.409,0.314,82,11.3,2001,77.3,0,8.5,648,northeast,400.0,0.0,886.0,66%,87.0,118.5,22.9
DET,1841,6145,139,724,691,133,7.6%,15.8%,0.15,0.29100000000000004,0.26,0.32,0.409,0.316,94,11.3,2001,70.2,0,9.7,454,south southeast,402.0,0.0,577.0,59%,80.0,113.7,26.5
CIN,2338,6222,176,735,690,103,7.5%,18.8%,0.157,0.301,0.262,0.324,0.419,0.321,88,9.3,2001,74.3,0,7.6,474,east,404.0,1.0,683.0,57%,84.0,110.4,23.3
BAL,1839,6151,136,687,663,133,8.4%,16.1%,0.131,0.278,0.248,0.319,0.38,0.306,88,9.3,2001,75.3,0,4.2,59,northeast,410.0,0.0,130.0,75%,87.0,108.1,23.6
PIT,2199,6027,161,657,618,93,7.7%,18.4%,0.146,0.281,0.247,0.313,0.39299999999999996,0.306,80,6.7,2001,73.4,0,8.0,305,east southeast,410.0,0.0,743.0,58%,81.0,111.2,22.2
TBR,1750,6104,121,672,645,115,7.5%,18.3%,0.13,0.303,0.258,0.32,0.38799999999999996,0.309,86,6.4,2001,72.0,1,0.0,7,northeast,412.0,1.0,43.0,63%,90.0,108.9,25.3
WSN,2165,6026,131,670,622,101,7.9%,17.8%,0.14300000000000002,0.29100000000000004,0.253,0.319,0.396,0.309,79,1.0,2001,76.9,2,8.9,262,north,404.0,1.0,95.0,77.6%,77.6,112.5,27.5
SFG,2263,6298,198,783,751,74,9.8%,15.3%,0.175,0.289,0.267,0.344,0.442,0.33799999999999997,109,35.1,2002,64.3,0,11.8,1,east,415.0,0.0,415.0,68%,67.0,110.8,25.5
SEA,2251,6362,152,814,771,137,9.9%,15.8%,0.14400000000000002,0.307,0.275,0.35,0.419,0.335,110,31.3,2002,67.2,2,2.5,1,northeast,405.0,0.0,14.0,73%,70.0,106.1,24.3
STL,2366,6246,175,787,758,86,8.7%,14.8%,0.157,0.292,0.268,0.33799999999999997,0.425,0.331,101,30.4,2002,78.5,0,7.1,689,south southeast,400.0,0.0,436.0,56%,88.0,112.1,22.7
NYY,2135,6377,223,897,857,100,10.0%,18.4%,0.18,0.31,0.275,0.354,0.455,0.35200000000000004,116,28.5,2002,73.7,0,9.4,20,east,408.0,0.0,54.0,63%,83.0,128.9,21.0
LAA,2307,6327,152,851,811,117,7.3%,12.7%,0.15,0.303,0.282,0.341,0.433,0.336,105,28.2,2002,75.6,0,6.3,20,northeast,400.0,0.0,148.0,55%,81.0,106.7,21.5
MIN,2289,6196,167,768,731,79,7.6%,17.6%,0.165,0.309,0.272,0.332,0.43700000000000006,0.33399999999999996,101,25.7,2002,71.3,1,0.0,1016,east,408.0,1.0,840.0,59%,80.0,107.5,34.3
BOS,2172,6332,177,859,810,80,8.6%,14.9%,0.168,0.302,0.27699999999999997,0.345,0.444,0.34299999999999997,107,24.2,2002,69.4,0,10.9,5,northeast,420.0,0.0,20.0,57%,80.0,105.5,18.1
PHI,2260,6323,165,710,676,104,10.1%,17.3%,0.163,0.294,0.259,0.33899999999999997,0.42200000000000004,0.331,101,23.9,2002,75.5,0,9.6,57,east northeast,408.0,1.0,9.0,55%,87.0,109.0,27.8
LAD,2302,6146,155,713,693,96,7.0%,15.3%,0.146,0.29100000000000004,0.264,0.32,0.409,0.317,96,23.7,2002,74.2,0,6.0,16,north northeast,395.0,0.0,522.0,52%,81.0,111.1,19.3
OAK,2312,6291,205,800,772,46,9.7%,16.0%,0.171,0.284,0.261,0.33899999999999997,0.43200000000000005,0.337,106,23.1,2002,65.6,0,11.1,1,east northeast,400.0,0.0,-21.0,75%,72.0,108.7,40.7
CHW,2208,6208,217,856,819,75,8.9%,15.3%,0.18100000000000002,0.287,0.268,0.33799999999999997,0.449,0.342,105,22.5,2002,71.0,0,11.1,680,southeast,400.0,0.0,596.0,71%,82.0,105.3,25.0
ARI,2331,6318,165,819,783,92,10.2%,16.1%,0.156,0.298,0.267,0.34600000000000003,0.423,0.335,97,22.1,2002,81.1,2,8.1,372,north,413.0,0.0,1082.0,37%,102.0,114.2,25.5
TEX,2389,6332,230,843,806,62,8.7%,16.7%,0.187,0.292,0.26899999999999996,0.33799999999999997,0.455,0.34299999999999997,103,21.9,2002,84.3,0,9.3,247,east southeast,407.0,0.0,616.0,64%,92.0,112.6,18.9
ATL,2319,6224,164,708,669,76,9.0%,16.5%,0.15,0.29,0.26,0.331,0.409,0.322,94,20.5,2002,80.2,0,7.9,267,north northeast,401.0,0.0,1001.0,55%,88.0,112.1,23.1
MIA,2319,6263,146,699,653,177,9.5%,18.0%,0.142,0.301,0.261,0.337,0.40299999999999997,0.32299999999999995,97,19.1,2002,76.3,0,11.0,1,east,420.0,0.0,3.0,61%,87.0,108.9,24.0
TOR,2236,6230,187,813,771,71,8.4%,18.3%,0.16899999999999998,0.295,0.261,0.327,0.43,0.32899999999999996,97,18.9,2002,70.0,2,9.6,339,north,400.0,1.0,282.0,61%,77.0,109.5,29.0
HOU,2342,6252,167,749,719,71,9.4%,17.9%,0.156,0.3,0.262,0.33799999999999997,0.41700000000000004,0.32899999999999996,94,18.6,2002,74.0,2,7.8,47,north northwest,436.0,0.0,38.0,75%,90.0,107.0,21.0
NYM,2389,6150,160,690,650,87,7.9%,17.0%,0.139,0.289,0.256,0.322,0.395,0.314,91,17.6,2002,72.8,0,12.0,14,east northeast,410.0,0.0,13.0,63%,83.0,111.3,21.9
CHC,2294,6242,200,706,676,63,9.4%,20.3%,0.16699999999999998,0.28300000000000003,0.24600000000000002,0.321,0.413,0.32,93,17.1,2002,68.3,0,10.2,684,north northeast,400.0,0.0,135.0,71%,82.0,107.8,18.6
CIN,2353,6254,169,709,678,116,9.3%,19.0%,0.155,0.293,0.253,0.33,0.408,0.322,91,16.6,2002,74.3,0,7.6,474,east,404.0,1.0,683.0,57%,84.0,110.4,23.3
BAL,2217,6096,165,667,636,110,7.4%,16.3%,0.157,0.271,0.24600000000000002,0.309,0.40299999999999997,0.311,90,13.5,2002,75.3,0,4.2,59,northeast,410.0,0.0,130.0,75%,87.0,108.1,23.6
WSN,2262,6250,162,735,695,118,9.2%,17.7%,0.157,0.298,0.261,0.33399999999999996,0.418,0.326,93,13.2,2002,76.9,2,8.9,262,north,404.0,1.0,95.0,77.6%,77.6,112.5,27.5
SDP,2372,6178,136,662,627,71,8.9%,17.2%,0.129,0.28800000000000003,0.253,0.321,0.381,0.309,91,13.1,2002,71.5,0,8.5,2,north,411.0,0.0,16.0,76%,74.0,106.9,28.9
PIT,2343,6049,142,641,610,86,8.9%,18.3%,0.13699999999999998,0.281,0.244,0.319,0.381,0.308,84,12.7,2002,73.4,0,8.0,305,east southeast,410.0,0.0,743.0,58%,81.0,111.2,22.2
TBR,2007,6198,133,673,640,102,7.4%,18.0%,0.13699999999999998,0.293,0.253,0.314,0.39,0.309,87,11.5,2002,72.0,1,0.0,7,northeast,412.0,1.0,43.0,63%,90.0,108.9,25.3
CLE,2236,6099,192,739,706,52,8.9%,16.4%,0.163,0.271,0.249,0.321,0.41200000000000003,0.32,95,10.4,2002,69.9,0,10.3,373,north,410.0,0.0,653.0,61%,81.0,105.4,21.9
MIL,2329,6083,139,627,597,94,8.2%,18.5%,0.13699999999999998,0.294,0.253,0.32,0.39,0.312,86,9.9,2002,73.6,2,10.1,732,southeast,400.0,0.0,593.0,72%,75.0,111.2,21.1
COL,2393,6165,152,778,726,103,8.1%,16.9%,0.149,0.311,0.27399999999999997,0.337,0.423,0.331,82,9.6,2002,73.7,0,6.5,947,north,424.0,0.0,5183.0,37.00%,86.0,119.2,24.9
KCR,2248,6206,140,737,695,140,8.4%,14.8%,0.14300000000000002,0.282,0.256,0.32299999999999995,0.39799999999999996,0.316,85,7.2,2002,77.3,0,8.5,648,northeast,400.0,0.0,886.0,66%,87.0,118.5,22.9
DET,2096,5920,124,575,546,65,6.1%,17.5%,0.132,0.28300000000000003,0.248,0.3,0.379,0.297,82,-1.0,2002,70.2,0,9.7,454,south southeast,402.0,0.0,577.0,59%,80.0,113.7,26.5
ATL,2362,6378,235,907,872,68,8.5%,14.6%,0.192,0.302,0.284,0.349,0.475,0.354,112,35.6,2003,80.2,0,7.9,267,north northeast,401.0,0.0,1001.0,55%,88.0,112.1,23.1
STL,2391,6466,196,876,827,82,9.0%,14.7%,0.175,0.302,0.27899999999999997,0.35,0.45399999999999996,0.34600000000000003,109,34.4,2003,78.5,0,7.1,689,south southeast,400.0,0.0,436.0,56%,88.0,112.1,22.7
BOS,2313,6530,238,961,932,88,9.5%,14.4%,0.20199999999999999,0.307,0.289,0.36,0.491,0.364,120,32.6,2003,69.4,0,10.9,5,northeast,420.0,0.0,20.0,57%,80.0,105.5,18.1
SEA,2180,6281,139,795,759,108,9.3%,15.7%,0.139,0.306,0.271,0.344,0.41,0.331,104,31.1,2003,67.2,2,2.5,1,northeast,405.0,0.0,14.0,73%,70.0,106.1,24.3
SFG,2272,6204,180,755,713,53,9.6%,15.8%,0.161,0.29100000000000004,0.264,0.33799999999999997,0.425,0.33,100,28.2,2003,64.3,0,11.8,1,east,415.0,0.0,415.0,68%,67.0,110.8,25.5
NYY,2180,6431,230,877,845,98,10.6%,16.2%,0.182,0.295,0.271,0.35600000000000004,0.45299999999999996,0.35100000000000003,115,26.5,2003,73.7,0,9.4,20,east,408.0,0.0,54.0,63%,83.0,128.9,21.0
PHI,2227,6333,166,791,757,72,10.3%,18.2%,0.158,0.301,0.261,0.34299999999999997,0.419,0.332,100,26.4,2003,75.5,0,9.6,57,east northeast,408.0,1.0,9.0,55%,87.0,109.0,27.8
HOU,2390,6320,191,805,763,66,8.8%,16.2%,0.16899999999999998,0.289,0.263,0.336,0.431,0.33299999999999996,97,26.4,2003,74.0,2,7.8,47,north northwest,436.0,0.0,38.0,75%,90.0,107.0,21.0
MIN,2269,6324,155,801,755,94,8.1%,16.2%,0.154,0.312,0.27699999999999997,0.341,0.431,0.335,102,24.0,2003,71.3,1,0.0,1016,east,408.0,1.0,840.0,59%,80.0,107.5,34.3
MIA,2190,6186,157,751,709,150,8.3%,15.8%,0.155,0.29600000000000004,0.266,0.33299999999999996,0.42100000000000004,0.327,99,23.4,2003,76.3,0,11.0,1,east,420.0,0.0,3.0,61%,87.0,108.9,24.0
CHW,2277,6148,220,791,766,77,8.4%,14.9%,0.182,0.27899999999999997,0.263,0.331,0.446,0.336,101,22.5,2003,71.0,0,11.1,680,southeast,400.0,0.0,596.0,71%,82.0,105.3,25.0
SDP,2384,6246,128,678,641,76,9.0%,17.2%,0.127,0.301,0.261,0.33299999999999996,0.38799999999999996,0.318,95,22.4,2003,71.5,0,8.5,2,north,411.0,0.0,16.0,76%,74.0,106.9,28.9
PIT,2346,6315,163,753,711,86,8.4%,16.6%,0.153,0.302,0.267,0.33799999999999997,0.42,0.331,97,21.0,2003,73.4,0,8.0,305,east southeast,410.0,0.0,743.0,58%,81.0,111.2,22.2
TEX,2311,6293,239,826,799,65,7.8%,16.7%,0.188,0.287,0.266,0.33,0.45399999999999996,0.33799999999999997,99,20.2,2003,84.3,0,9.3,247,east southeast,407.0,0.0,616.0,64%,92.0,112.6,18.9
LAA,2286,6119,150,736,687,129,7.8%,13.7%,0.14400000000000002,0.29100000000000004,0.268,0.33,0.413,0.32299999999999995,96,20.2,2003,75.6,0,6.3,20,northeast,400.0,0.0,148.0,55%,81.0,106.7,21.5
TOR,2278,6364,190,894,853,37,8.6%,17.0%,0.175,0.313,0.27899999999999997,0.349,0.455,0.34700000000000003,108,18.4,2003,70.0,2,9.6,339,north,400.0,1.0,282.0,61%,77.0,109.5,29.0
TBR,2223,6212,137,715,678,142,6.8%,16.6%,0.139,0.301,0.265,0.32,0.40399999999999997,0.314,90,17.6,2003,72.0,1,0.0,7,northeast,412.0,1.0,43.0,63%,90.0,108.9,25.3
CHC,2285,6187,172,724,691,73,8.0%,18.7%,0.157,0.297,0.259,0.32299999999999995,0.41600000000000004,0.321,91,16.8,2003,68.3,0,10.2,684,north northeast,400.0,0.0,135.0,71%,82.0,107.8,18.6
COL,2352,6283,198,853,814,63,9.9%,18.0%,0.179,0.302,0.267,0.344,0.445,0.342,90,16.5,2003,73.7,0,6.5,947,north,424.0,0.0,5183.0,37.00%,86.0,119.2,24.9
BAL,2196,6241,152,743,695,89,6.9%,14.5%,0.138,0.293,0.268,0.32299999999999995,0.405,0.318,94,15.6,2003,75.3,0,4.2,59,northeast,410.0,0.0,130.0,75%,87.0,108.1,23.6
CLE,2241,6188,158,699,660,86,7.5%,17.2%,0.14800000000000002,0.28600000000000003,0.254,0.316,0.401,0.313,90,13.8,2003,69.9,0,10.3,373,north,410.0,0.0,653.0,61%,81.0,105.4,21.9
OAK,2197,6189,176,768,742,48,9.0%,14.5%,0.162,0.273,0.254,0.327,0.41700000000000004,0.322,95,12.7,2003,65.6,0,11.1,1,east northeast,400.0,0.0,-21.0,75%,72.0,108.7,40.7
KCR,2217,6239,162,836,781,120,7.6%,14.8%,0.153,0.301,0.27399999999999997,0.336,0.42700000000000005,0.332,95,12.5,2003,77.3,0,8.5,648,northeast,400.0,0.0,886.0,66%,87.0,118.5,22.9
CIN,2334,6211,182,694,669,80,8.4%,21.3%,0.15,0.289,0.245,0.318,0.395,0.312,84,10.3,2003,74.3,0,7.6,474,east southeast,404.0,0.0,683.0,57%,84.0,106.9,23.6
LAD,2292,6036,124,574,544,80,6.7%,16.3%,0.125,0.275,0.243,0.303,0.368,0.294,78,10.2,2003,74.2,0,6.0,16,north northeast,395.0,0.0,522.0,52%,81.0,111.1,19.3
WSN,2275,6116,144,711,682,100,8.5%,16.2%,0.14300000000000002,0.29,0.258,0.326,0.401,0.316,85,9.6,2003,76.9,2,8.9,262,north,404.0,1.0,95.0,77.6%,77.6,112.5,27.5
MIL,2293,6270,196,714,685,99,8.7%,19.5%,0.163,0.294,0.256,0.32899999999999996,0.419,0.325,93,9.6,2003,73.6,2,10.1,732,southeast,400.0,0.0,593.0,72%,75.0,111.2,21.1
ARI,2319,6261,152,717,696,76,8.5%,16.1%,0.153,0.295,0.263,0.33,0.41700000000000004,0.32299999999999995,86,7.7,2003,81.1,2,8.1,372,north,413.0,0.0,1082.0,37%,102.0,114.2,25.5
NYM,2361,6007,124,642,607,70,8.1%,17.2%,0.128,0.282,0.247,0.314,0.374,0.302,80,5.1,2003,72.8,0,12.0,14,east northeast,410.0,0.0,13.0,63%,83.0,111.3,21.9
DET,2278,6071,153,591,553,98,7.3%,18.1%,0.135,0.272,0.24,0.3,0.375,0.29600000000000004,80,-1.2,2003,70.2,0,9.7,454,south southeast,402.0,0.0,577.0,59%,80.0,113.7,26.5
STL,2381,6297,214,855,817,111,8.7%,17.2%,0.182,0.307,0.278,0.344,0.46,0.344,107,33.6,2004,78.5,0,7.1,689,south southeast,400.0,0.0,436.0,56%,88.0,112.1,22.7
ATL,2349,6339,178,803,767,86,9.3%,18.3%,0.16399999999999998,0.309,0.27,0.34299999999999997,0.434,0.336,100,29.0,2004,80.2,0,7.9,267,north northeast,401.0,0.0,1001.0,55%,88.0,112.1,23.1
LAD,2357,6244,203,761,731,102,8.6%,17.5%,0.161,0.29100000000000004,0.262,0.332,0.423,0.327,97,28.0,2004,74.2,0,6.0,16,north northeast,395.0,0.0,522.0,52%,81.0,111.1,19.3
SFG,2405,6466,183,850,805,43,10.9%,13.5%,0.168,0.29,0.27,0.35700000000000004,0.43799999999999994,0.34,105,27.5,2004,64.3,0,11.8,1,east,415.0,0.0,415.0,68%,67.0,110.8,25.5
CLE,2287,6452,184,858,820,94,9.4%,15.6%,0.168,0.305,0.276,0.35100000000000003,0.444,0.345,109,26.8,2004,69.9,0,10.3,373,north,410.0,0.0,653.0,61%,81.0,105.4,21.9
PHI,2317,6456,215,840,802,100,10.0%,17.5%,0.17600000000000002,0.297,0.267,0.345,0.44299999999999995,0.34,100,26.7,2004,75.5,0,9.6,57,north northeast,409.0,0.0,9.0,55%,87.0,105.0,24.5
SDP,2316,6313,139,768,722,52,9.0%,14.4%,0.141,0.301,0.273,0.342,0.414,0.32899999999999996,103,25.9,2004,71.5,0,8.5,2,north,411.0,0.0,16.0,76%,74.0,110.9,23.9
CHC,2290,6281,235,789,755,66,7.8%,17.2%,0.19,0.292,0.268,0.32799999999999996,0.45799999999999996,0.336,98,25.4,2004,68.3,0,10.2,684,north northeast,400.0,0.0,135.0,71%,82.0,107.8,18.6
BOS,2417,6515,222,949,912,68,10.1%,18.3%,0.19,0.319,0.282,0.36,0.47200000000000003,0.358,114,24.7,2004,69.4,0,10.9,5,northeast,420.0,0.0,20.0,57%,80.0,105.5,18.1
HOU,2391,6269,187,803,756,89,9.4%,15.9%,0.17,0.293,0.267,0.342,0.436,0.336,98,24.6,2004,74.0,2,7.8,47,north northwest,436.0,0.0,38.0,75%,90.0,107.0,21.0
LAA,2217,6296,162,836,783,143,7.1%,15.0%,0.147,0.312,0.282,0.341,0.429,0.33399999999999996,103,23.4,2004,75.6,0,6.3,20,northeast,400.0,0.0,148.0,55%,81.0,106.7,21.5
CHW,2245,6197,242,865,823,78,8.1%,16.6%,0.18899999999999997,0.28800000000000003,0.268,0.33299999999999996,0.457,0.34,101,23.2,2004,71.0,0,11.1,680,southeast,400.0,0.0,596.0,71%,82.0,105.3,25.0
BAL,2278,6431,169,842,803,101,8.2%,14.8%,0.15,0.309,0.281,0.345,0.43200000000000005,0.337,103,22.0,2004,75.3,0,4.2,59,northeast,410.0,0.0,130.0,75%,87.0,108.1,23.6
NYY,2281,6364,242,897,863,84,10.5%,15.4%,0.18899999999999997,0.285,0.268,0.353,0.45799999999999996,0.35,112,21.7,2004,73.7,0,9.4,20,east,408.0,0.0,54.0,63%,83.0,128.9,21.0
DET,2255,6285,201,827,800,86,8.2%,18.2%,0.177,0.308,0.272,0.337,0.449,0.33899999999999997,106,21.7,2004,70.2,0,9.7,454,south southeast,402.0,0.0,577.0,59%,80.0,113.7,26.5
OAK,2217,6459,189,793,752,47,9.4%,16.4%,0.163,0.3,0.27,0.34299999999999997,0.433,0.337,102,20.6,2004,65.6,0,11.1,1,east northeast,400.0,0.0,-21.0,75%,72.0,108.7,40.7
TEX,2240,6256,227,860,825,69,8.0%,17.6%,0.191,0.29100000000000004,0.266,0.32899999999999996,0.457,0.336,95,18.4,2004,84.3,0,9.3,247,east southeast,407.0,0.0,616.0,64%,92.0,112.6,18.9
MIA,2223,6160,148,718,677,96,8.1%,15.7%,0.14300000000000002,0.295,0.264,0.32899999999999996,0.406,0.321,94,18.2,2004,76.3,0,11.0,1,east,420.0,0.0,3.0,61%,87.0,108.9,24.0
SEA,2280,6362,136,698,658,110,7.7%,16.6%,0.127,0.308,0.27,0.331,0.396,0.317,93,17.3,2004,67.2,2,2.5,1,northeast,405.0,0.0,14.0,73%,70.0,106.1,24.3
MIN,2318,6286,191,780,735,116,8.2%,15.6%,0.166,0.29,0.266,0.332,0.431,0.33,97,17.2,2004,71.3,1,0.0,1016,east,408.0,1.0,840.0,59%,80.0,107.5,34.3
TBR,2182,6098,145,714,685,132,7.7%,15.5%,0.147,0.28600000000000003,0.258,0.32,0.405,0.315,87,16.3,2004,72.0,1,0.0,7,northeast,412.0,1.0,43.0,63%,90.0,108.9,25.3
CIN,2361,6278,194,750,713,77,9.5%,21.3%,0.168,0.295,0.25,0.331,0.418,0.326,92,15.6,2004,74.3,0,7.6,474,east southeast,404.0,0.0,683.0,57%,84.0,106.9,23.6
COL,2351,6333,202,833,795,44,9.0%,18.6%,0.18,0.314,0.275,0.345,0.455,0.344,93,14.1,2004,73.7,0,6.5,947,north,424.0,0.0,5183.0,37.00%,86.0,119.2,24.9
TOR,2194,6178,145,719,680,58,8.3%,17.5%,0.14300000000000002,0.298,0.26,0.32799999999999996,0.40299999999999997,0.32,88,12.7,2004,70.0,2,9.6,339,north,400.0,1.0,282.0,61%,77.0,109.5,29.0
NYM,2390,6209,185,684,658,107,8.2%,18.7%,0.16,0.282,0.249,0.317,0.409,0.314,88,11.3,2004,72.8,0,12.0,14,east northeast,410.0,0.0,13.0,63%,83.0,111.3,21.9
MIL,2255,6195,135,634,601,138,8.7%,21.2%,0.139,0.3,0.248,0.321,0.387,0.309,82,9.8,2004,73.6,2,10.1,732,southeast,400.0,0.0,593.0,72%,75.0,111.2,21.1
PIT,2330,6115,142,680,648,63,6.8%,17.4%,0.141,0.298,0.26,0.321,0.401,0.314,85,7.8,2004,73.4,0,8.0,305,east southeast,410.0,0.0,743.0,58%,81.0,111.2,22.2
WSN,2289,6138,151,635,605,109,8.1%,15.1%,0.14300000000000002,0.273,0.249,0.313,0.392,0.306,77,5.7,2004,76.9,2,8.9,262,north,404.0,1.0,95.0,77.6%,77.6,112.5,27.5
KCR,2169,6153,150,720,675,67,7.5%,17.2%,0.139,0.293,0.259,0.322,0.397,0.314,82,1.0,2004,77.3,0,8.5,648,northeast,400.0,0.0,886.0,66%,87.0,118.5,22.9
ARI,2295,6114,135,615,582,53,7.2%,16.7%,0.14,0.28600000000000003,0.253,0.31,0.39299999999999996,0.305,74,-0.4,2004,81.1,2,8.1,372,north,413.0,0.0,1082.0,37%,102.0,114.2,25.5
CLE,2166,6255,207,790,760,62,8.0%,17.5%,0.18100000000000002,0.302,0.271,0.33399999999999996,0.45299999999999996,0.34,110,30.9,2005,69.9,0,10.3,373,north,410.0,0.0,653.0,61%,81.0,105.4,21.9
ATL,2347,6186,184,769,733,92,8.6%,17.5%,0.17,0.298,0.265,0.33299999999999996,0.435,0.331,100,29.6,2005,80.2,0,7.9,267,north northeast,401.0,0.0,1001.0,55%,88.0,112.1,23.1
PHI,2273,6345,167,807,760,116,10.1%,17.1%,0.154,0.306,0.27,0.348,0.423,0.335,98,29.3,2005,75.5,0,9.6,57,north northeast,409.0,0.0,9.0,55%,87.0,105.0,24.5
BOS,2344,6403,199,910,863,45,10.2%,16.3%,0.174,0.31,0.281,0.35700000000000004,0.45399999999999996,0.35200000000000004,112,27.6,2005,69.4,0,10.9,5,northeast,420.0,0.0,20.0,57%,80.0,105.5,18.1
