Team,G,PA,HR,R,RBI,SB,BBrate,Krate,ISO,BABIP,AVG,OBP,SLG,wOBA,wRCplus,WAR,Year,Temp,roof_status,Wind,Ocean,Direction,Deepest,turf_status,Elevation Above Sea Level (ft),Average Humidity,Average Summer Temperature (degrees F),fair_area,foul_area
STL,2324,6246,170,805,757,83,8.5%,15.2%,0.153,0.297,0.27,0.33899999999999997,0.423,0.331,100,27.1,2005,78.5,0,7.1,689,south southeast,400.0,0.0,436.0,56%,88.0,112.1,22.7
CIN,2309,6321,222,820,784,72,9.7%,20.6%,0.185,0.302,0.261,0.33899999999999997,0.446,0.34,103,23.2,2005,74.3,0,7.6,474,east southeast,404.0,0.0,683.0,57%,84.0,106.9,23.6
OAK,2164,6275,155,772,739,31,8.6%,13.1%,0.145,0.281,0.262,0.33,0.40700000000000003,0.32299999999999995,99,23.0,2005,65.6,0,11.1,1,east northeast,400.0,0.0,-21.0,75%,72.0,108.7,40.7
CHC,2276,6161,194,703,674,65,6.8%,14.9%,0.17,0.29100000000000004,0.27,0.324,0.44,0.32899999999999996,95,21.3,2005,68.3,0,10.2,684,north northeast,400.0,0.0,135.0,71%,82.0,107.8,18.6
DET,2211,6136,168,723,678,66,6.3%,16.9%,0.157,0.304,0.272,0.321,0.428,0.324,99,20.9,2005,70.2,0,9.7,454,south southeast,402.0,0.0,577.0,59%,80.0,113.7,26.5
TEX,2193,6301,260,865,834,67,7.9%,17.6%,0.201,0.29,0.267,0.32899999999999996,0.46799999999999997,0.344,106,20.8,2005,84.3,0,9.3,247,east southeast,407.0,0.0,616.0,64%,92.0,112.6,18.9
TBR,2245,6120,157,750,717,151,6.7%,16.2%,0.151,0.306,0.27399999999999997,0.32899999999999996,0.425,0.327,101,20.6,2005,72.0,1,0.0,7,northeast,412.0,1.0,43.0,63%,90.0,108.9,25.3
SDP,2380,6271,130,684,655,99,9.6%,15.6%,0.134,0.289,0.257,0.33299999999999996,0.391,0.318,98,20.3,2005,71.5,0,8.5,2,north,401.0,0.0,16.0,76%,74.0,110.9,23.9
LAA,2234,6186,147,761,726,161,7.2%,13.7%,0.139,0.294,0.27,0.325,0.409,0.319,96,19.6,2005,75.6,0,6.3,20,northeast,400.0,0.0,148.0,55%,81.0,106.7,21.5
MIL,2226,6156,175,726,689,79,8.6%,18.9%,0.163,0.298,0.259,0.331,0.423,0.327,95,19.4,2005,73.6,2,10.1,732,southeast,400.0,0.0,593.0,72%,75.0,111.2,21.1
TOR,2281,6233,136,775,735,72,7.8%,15.3%,0.142,0.29600000000000004,0.265,0.331,0.40700000000000003,0.32299999999999995,94,19.1,2005,70.0,2,9.6,339,north,400.0,1.0,282.0,61%,77.0,109.5,29.0
BAL,2323,6134,189,729,700,83,7.3%,14.7%,0.165,0.289,0.26899999999999996,0.327,0.434,0.33,101,18.8,2005,75.3,0,4.2,59,northeast,410.0,0.0,130.0,75%,87.0,108.1,23.6
MIA,2296,6214,128,717,678,96,8.2%,14.8%,0.13699999999999998,0.304,0.272,0.33899999999999997,0.409,0.326,98,18.2,2005,76.3,0,11.0,1,east,420.0,0.0,3.0,61%,87.0,108.9,24.0
HOU,2324,6139,161,693,654,115,7.8%,16.9%,0.152,0.28800000000000003,0.256,0.322,0.408,0.318,90,18.1,2005,74.0,2,7.8,47,north northwest,436.0,0.0,38.0,75%,90.0,107.0,21.0
NYM,2213,6146,175,722,683,153,7.9%,17.5%,0.158,0.29,0.258,0.322,0.41600000000000004,0.32,93,18.1,2005,72.8,0,12.0,14,east northeast,410.0,0.0,13.0,63%,83.0,111.3,21.9
CHW,2208,6146,200,741,713,137,7.1%,16.3%,0.163,0.28600000000000003,0.262,0.322,0.425,0.324,95,18.0,2005,71.0,0,11.1,680,southeast,400.0,0.0,596.0,71%,82.0,105.3,25.0
NYY,2319,6406,229,886,847,84,9.9%,15.4%,0.174,0.297,0.276,0.355,0.45,0.35,116,17.4,2005,73.7,0,9.4,20,east,408.0,0.0,54.0,63%,83.0,128.9,21.0
WSN,2352,6142,117,639,615,45,8.0%,17.7%,0.134,0.293,0.252,0.322,0.386,0.309,88,16.6,2005,76.9,0,5.8,85,north northeast,402.0,0.0,7.0,66%,87.0,109.1,23.1
SEA,2258,6095,130,699,657,102,7.6%,16.2%,0.136,0.289,0.256,0.317,0.391,0.309,90,13.7,2005,67.2,2,2.5,1,northeast,405.0,0.0,14.0,73%,70.0,106.1,24.3
LAD,2351,6134,149,685,653,58,8.8%,17.8%,0.142,0.29,0.253,0.326,0.395,0.317,91,13.6,2005,74.2,0,6.0,16,north northeast,395.0,0.0,522.0,52%,81.0,111.1,19.3
PIT,2289,6221,139,680,656,73,7.6%,17.6%,0.141,0.297,0.259,0.322,0.4,0.315,89,13.4,2005,73.4,0,8.0,305,east southeast,410.0,0.0,743.0,58%,81.0,111.2,22.2
MIN,2235,6192,134,688,644,102,7.8%,15.8%,0.132,0.29100000000000004,0.259,0.32299999999999995,0.391,0.312,89,13.2,2005,71.3,1,0.0,1016,east,408.0,1.0,840.0,59%,80.0,107.5,34.3
SFG,2360,6077,128,649,617,71,7.1%,14.8%,0.135,0.29,0.261,0.319,0.396,0.312,86,13.0,2005,64.3,0,11.8,1,east,415.0,0.0,415.0,68%,67.0,110.8,25.5
ARI,2370,6327,191,696,670,67,9.6%,17.3%,0.165,0.285,0.256,0.332,0.42100000000000004,0.32799999999999996,91,12.4,2005,81.1,2,8.1,372,north,413.0,0.0,1082.0,37%,102.0,114.2,25.5
COL,2302,6240,150,741,704,65,8.2%,17.7%,0.14400000000000002,0.307,0.267,0.33299999999999996,0.41100000000000003,0.325,85,10.3,2005,73.7,0,6.5,947,north,424.0,0.0,5183.0,37.00%,86.0,119.2,24.9
KCR,2259,6086,126,701,653,53,7.0%,16.6%,0.134,0.298,0.263,0.32,0.396,0.313,87,2.7,2005,77.3,0,8.5,648,northeast,400.0,0.0,886.0,66%,87.0,118.5,22.9
NYM,2279,6291,200,834,800,146,8.7%,17.0%,0.18100000000000002,0.293,0.264,0.33399999999999996,0.445,0.33399999999999996,99,28.1,2006,72.8,0,12.0,14,east northeast,410.0,0.0,13.0,63%,83.0,111.3,21.9
SDP,2396,6287,161,731,698,123,9.0%,17.6%,0.154,0.299,0.263,0.332,0.41600000000000004,0.325,99,26.1,2006,71.5,0,8.5,2,north,401.0,0.0,16.0,76%,74.0,110.9,23.9
PHI,2410,6509,216,865,823,92,9.6%,18.5%,0.18,0.302,0.267,0.34700000000000003,0.447,0.341,100,25.9,2006,75.5,0,9.6,57,north northeast,409.0,0.0,9.0,55%,87.0,105.0,24.5
TOR,2329,6241,199,809,778,65,8.2%,14.5%,0.179,0.306,0.284,0.348,0.46299999999999997,0.349,107,25.4,2006,70.0,2,9.6,339,north,400.0,1.0,282.0,61%,77.0,109.5,29.0
NYY,2430,6455,210,930,902,139,10.1%,16.3%,0.177,0.315,0.285,0.363,0.461,0.35600000000000004,113,24.2,2006,73.7,0,9.4,20,east,408.0,0.0,54.0,63%,83.0,128.9,21.0
ATL,2435,6284,222,849,818,52,8.4%,18.6%,0.184,0.304,0.27,0.337,0.455,0.33899999999999997,100,23.7,2006,80.2,0,7.9,267,north northeast,401.0,0.0,1001.0,55%,88.0,112.1,23.1
STL,2359,6225,184,781,745,59,8.5%,14.8%,0.163,0.292,0.26899999999999996,0.337,0.431,0.331,98,23.3,2006,78.5,0,7.1,689,east northeast,400.0,0.0,436.0,56%,88.0,112.1,25.2
MIN,2226,6228,143,801,754,101,7.9%,14.0%,0.138,0.316,0.287,0.34700000000000003,0.425,0.33399999999999996,101,22.7,2006,71.3,1,0.0,1016,east,408.0,1.0,840.0,59%,80.0,107.5,34.3
DET,2214,6198,203,822,785,60,6.9%,18.3%,0.174,0.31,0.27399999999999997,0.32899999999999996,0.449,0.33399999999999996,99,21.8,2006,70.2,0,9.7,454,south southeast,420.0,0.0,577.0,59%,80.0,113.7,26.5
CLE,2135,6303,196,870,839,55,8.8%,19.1%,0.177,0.324,0.28,0.349,0.457,0.34700000000000003,108,21.2,2006,69.9,0,10.3,373,north,410.0,0.0,653.0,61%,81.0,105.4,21.9
LAD,2384,6394,153,820,787,128,9.4%,15.0%,0.157,0.307,0.276,0.348,0.43200000000000005,0.337,101,20.7,2006,74.2,0,6.0,16,north northeast,395.0,0.0,522.0,52%,81.0,111.1,19.3
MIA,2354,6191,182,758,713,110,8.0%,20.2%,0.171,0.309,0.264,0.331,0.435,0.32899999999999996,96,20.2,2006,76.3,0,11.0,1,east,420.0,0.0,3.0,61%,87.0,108.9,24.0
CIN,2335,6296,217,749,718,124,9.8%,18.9%,0.175,0.29,0.257,0.336,0.43200000000000005,0.332,94,19.8,2006,74.3,0,7.6,474,east southeast,404.0,0.0,683.0,57%,84.0,106.9,23.6
SEA,2259,6213,172,756,703,106,6.5%,15.7%,0.153,0.3,0.272,0.325,0.424,0.322,95,19.7,2006,67.2,2,2.5,1,northeast,405.0,0.0,14.0,73%,70.0,106.1,24.3
HOU,2393,6326,174,735,708,79,9.2%,17.0%,0.154,0.28600000000000003,0.255,0.332,0.409,0.322,90,19.7,2006,74.0,2,7.8,47,north northwest,436.0,0.0,38.0,75%,90.0,107.0,21.0
WSN,2430,6283,164,746,695,123,9.5%,18.4%,0.156,0.301,0.262,0.33799999999999997,0.418,0.327,96,19.5,2006,76.9,0,5.8,85,north northeast,402.0,0.0,7.0,66%,87.0,109.1,23.1
CHW,2286,6318,236,868,839,93,7.9%,16.7%,0.184,0.305,0.28,0.342,0.46399999999999997,0.34600000000000003,103,19.3,2006,71.0,0,11.1,680,southeast,400.0,0.0,596.0,71%,82.0,105.3,25.0
KCR,2272,6229,124,757,718,65,7.6%,16.7%,0.14,0.311,0.271,0.332,0.41100000000000003,0.32299999999999995,92,18.3,2006,77.3,0,8.5,648,northeast,400.0,0.0,886.0,66%,87.0,118.5,22.9
BAL,2295,6240,164,768,727,121,7.6%,14.1%,0.146,0.302,0.27699999999999997,0.33899999999999997,0.424,0.331,96,17.1,2006,75.3,0,4.2,59,northeast,410.0,0.0,130.0,75%,87.0,108.1,23.6
LAA,2264,6221,159,766,737,148,7.8%,14.7%,0.15,0.301,0.27399999999999997,0.33399999999999996,0.425,0.327,95,17.0,2006,75.6,0,6.3,20,northeast,400.0,0.0,148.0,55%,81.0,106.7,21.5
OAK,2197,6281,175,771,735,61,10.3%,15.5%,0.152,0.285,0.26,0.34,0.41200000000000003,0.32799999999999996,97,16.5,2006,65.6,0,11.1,1,east northeast,400.0,0.0,-21.0,75%,72.0,108.7,40.7
BOS,2346,6435,192,820,777,51,10.4%,16.4%,0.166,0.298,0.26899999999999996,0.35100000000000003,0.435,0.34,100,16.1,2006,69.4,0,10.9,5,northeast,420.0,0.0,20.0,57%,80.0,105.5,18.1
MIL,2206,6130,180,730,695,71,8.2%,20.1%,0.162,0.3,0.258,0.327,0.42,0.322,89,15.9,2006,73.6,2,10.1,732,southeast,400.0,0.0,593.0,72%,75.0,111.2,21.1
TEX,2227,6273,183,835,799,53,8.1%,16.9%,0.168,0.311,0.278,0.33799999999999997,0.446,0.337,97,15.9,2006,84.3,0,9.3,247,east southeast,407.0,0.0,616.0,64%,92.0,112.6,18.9
SFG,2313,6136,163,746,711,58,8.1%,14.5%,0.163,0.282,0.259,0.324,0.42200000000000004,0.32,88,15.7,2006,64.3,0,11.8,1,east,415.0,0.0,415.0,68%,67.0,110.8,25.5
CHC,2399,6147,166,716,677,121,6.4%,15.1%,0.154,0.294,0.268,0.319,0.42200000000000004,0.32,84,13.7,2006,68.3,0,10.2,684,north northeast,400.0,0.0,135.0,71%,82.0,107.8,18.6
COL,2306,6348,157,813,761,85,8.8%,17.5%,0.163,0.31,0.27,0.341,0.433,0.33299999999999996,87,13.5,2006,73.7,0,6.5,947,north,424.0,0.0,5183.0,37.00%,86.0,119.2,24.9
ARI,2282,6330,160,773,743,76,8.0%,15.2%,0.157,0.294,0.267,0.331,0.424,0.326,87,10.8,2006,81.1,2,8.1,372,north,413.0,0.0,1082.0,37%,102.0,114.2,25.5
TBR,2247,6041,190,689,650,134,7.3%,18.3%,0.165,0.285,0.255,0.314,0.42,0.316,89,10.3,2006,72.0,1,0.0,7,northeast,412.0,1.0,43.0,63%,90.0,108.9,25.3
PIT,2325,6218,141,691,656,68,7.4%,19.3%,0.134,0.31,0.263,0.327,0.397,0.315,86,7.7,2006,73.4,0,8.0,305,east southeast,410.0,0.0,743.0,58%,81.0,111.2,22.2
PHI,2446,6537,213,892,850,138,9.8%,18.4%,0.184,0.311,0.27399999999999997,0.354,0.45799999999999996,0.35100000000000003,105,34.9,2007,75.5,0,9.6,57,north northeast,409.0,0.0,9.0,55%,87.0,105.0,24.5
NYY,2366,6528,201,968,929,123,9.8%,15.2%,0.174,0.318,0.29,0.366,0.46299999999999997,0.361,119,33.9,2007,73.7,0,9.4,20,east,408.0,0.0,54.0,63%,83.0,128.9,21.0
DET,2269,6364,177,887,857,103,7.4%,16.6%,0.171,0.32299999999999995,0.287,0.345,0.45799999999999996,0.34700000000000003,108,30.7,2007,70.2,0,9.7,454,south southeast,420.0,0.0,577.0,59%,80.0,113.7,26.5
BOS,2278,6426,166,867,829,96,10.7%,16.2%,0.165,0.315,0.27899999999999997,0.36200000000000004,0.444,0.35200000000000004,109,29.7,2007,69.4,0,10.9,5,northeast,420.0,0.0,20.0,57%,80.0,105.5,18.1
NYM,2335,6344,177,804,761,200,8.7%,15.5%,0.157,0.303,0.275,0.342,0.43200000000000005,0.336,100,27.7,2007,72.8,0,12.0,14,east northeast,410.0,0.0,13.0,63%,83.0,111.3,21.9
ATL,2398,6374,176,810,781,64,8.4%,18.0%,0.16,0.314,0.275,0.33899999999999997,0.435,0.337,99,27.2,2007,80.2,0,7.9,267,north northeast,401.0,0.0,1001.0,55%,88.0,112.1,23.1
MIL,2330,6238,231,801,774,96,8.0%,18.2%,0.19399999999999998,0.289,0.262,0.32899999999999996,0.456,0.337,100,25.1,2007,73.6,2,10.1,732,southeast,400.0,0.0,593.0,72%,75.0,111.2,21.1
COL,2407,6498,171,860,823,100,9.6%,17.7%,0.158,0.322,0.28,0.354,0.43700000000000006,0.34600000000000003,97,23.1,2007,73.7,0,6.5,947,north,424.0,0.0,5183.0,37.00%,86.0,119.2,24.9
CLE,2225,6367,178,811,784,72,9.3%,18.9%,0.159,0.31,0.268,0.34299999999999997,0.428,0.336,104,21.7,2007,69.9,0,10.3,373,north,410.0,0.0,653.0,61%,81.0,105.4,21.9
LAA,2230,6198,123,822,776,139,8.2%,14.2%,0.133,0.315,0.284,0.345,0.41700000000000004,0.33299999999999996,100,21.6,2007,75.6,0,6.3,20,northeast,400.0,0.0,148.0,55%,81.0,106.7,21.5
CHC,2379,6268,151,752,711,86,8.0%,16.8%,0.15,0.308,0.271,0.33299999999999996,0.42200000000000004,0.32899999999999996,90,21.1,2007,68.3,0,10.2,684,north northeast,400.0,0.0,135.0,71%,82.0,107.8,18.6
MIA,2423,6344,201,790,749,105,8.2%,21.0%,0.18100000000000002,0.315,0.267,0.336,0.44799999999999995,0.34,101,20.7,2007,76.3,0,11.0,1,east,420.0,0.0,3.0,61%,87.0,108.9,24.0
STL,2440,6211,141,725,690,56,8.1%,14.6%,0.132,0.303,0.27399999999999997,0.337,0.405,0.326,94,18.0,2007,78.5,0,7.1,689,east northeast,400.0,0.0,436.0,56%,88.0,112.1,25.2
TBR,2229,6280,187,782,750,131,8.7%,21.1%,0.165,0.318,0.268,0.336,0.433,0.335,103,17.6,2007,72.0,1,0.0,7,northeast,412.0,1.0,43.0,63%,90.0,108.9,25.3
OAK,2220,6365,171,741,711,52,10.4%,17.6%,0.151,0.29,0.256,0.33799999999999997,0.40700000000000003,0.32799999999999996,99,17.2,2007,65.6,0,11.1,1,east northeast,400.0,0.0,-21.0,75%,72.0,108.7,40.7
LAD,2417,6282,129,735,706,137,8.1%,13.8%,0.131,0.303,0.275,0.337,0.406,0.326,94,16.8,2007,74.2,0,6.0,16,north northeast,395.0,0.0,522.0,52%,81.0,111.1,19.3
TOR,2308,6197,165,753,719,57,8.6%,16.8%,0.16,0.29,0.259,0.327,0.419,0.326,95,16.2,2007,70.0,2,9.6,339,north,400.0,1.0,282.0,61%,77.0,109.5,29.0
SDP,2334,6326,171,741,704,55,8.8%,19.4%,0.16,0.29100000000000004,0.251,0.322,0.41100000000000003,0.32,96,15.8,2007,71.5,0,8.5,2,north,401.0,0.0,16.0,76%,74.0,110.9,23.9
CIN,2383,6332,204,783,747,97,8.5%,17.6%,0.17,0.298,0.267,0.335,0.436,0.335,94,15.5,2007,74.3,0,7.6,474,east southeast,404.0,0.0,683.0,57%,84.0,106.9,23.6
SEA,2338,6209,153,794,754,81,6.3%,13.9%,0.138,0.313,0.287,0.337,0.425,0.33299999999999996,103,15.3,2007,67.2,2,2.5,1,northeast,405.0,0.0,14.0,73%,70.0,106.1,24.3
TEX,2313,6214,179,816,768,88,8.1%,19.7%,0.163,0.305,0.263,0.32799999999999996,0.426,0.32899999999999996,94,15.1,2007,84.3,0,9.3,247,east southeast,407.0,0.0,616.0,64%,92.0,112.6,18.9
BAL,2348,6264,142,756,718,144,8.0%,15.0%,0.141,0.302,0.272,0.33299999999999996,0.41200000000000003,0.327,95,15.1,2007,75.3,0,4.2,59,northeast,410.0,0.0,130.0,75%,87.0,108.1,23.6
KCR,2294,6140,102,706,660,78,7.0%,17.4%,0.126,0.305,0.261,0.322,0.38799999999999996,0.312,85,14.3,2007,77.3,0,8.5,648,northeast,400.0,0.0,886.0,66%,87.0,118.5,22.9
MIN,2259,6161,118,718,671,112,8.3%,13.6%,0.127,0.29100000000000004,0.264,0.33,0.391,0.317,91,14.1,2007,71.3,1,0.0,1016,east,408.0,1.0,840.0,59%,80.0,107.5,34.3
WSN,2528,6201,123,673,646,69,8.5%,18.2%,0.134,0.3,0.256,0.325,0.39,0.315,88,13.2,2007,76.9,0,5.8,85,north northeast,402.0,0.0,7.0,66%,87.0,109.1,23.1
PIT,2304,6214,148,724,694,68,7.5%,18.3%,0.149,0.303,0.263,0.325,0.41100000000000003,0.322,90,12.5,2007,73.4,0,8.0,305,east southeast,410.0,0.0,743.0,58%,81.0,111.2,22.2
HOU,2409,6324,167,723,700,65,8.6%,16.5%,0.152,0.29100000000000004,0.26,0.33,0.41200000000000003,0.325,92,12.4,2007,74.0,2,7.8,47,north northwest,436.0,0.0,38.0,75%,90.0,107.0,21.0
SFG,2371,6213,131,683,641,119,8.6%,14.6%,0.133,0.281,0.254,0.322,0.387,0.31,81,10.5,2007,64.3,0,11.8,1,east,415.0,0.0,415.0,68%,67.0,110.8,25.5
ARI,2305,6101,171,712,687,109,8.7%,18.2%,0.163,0.282,0.25,0.321,0.413,0.32,82,10.0,2007,81.1,2,8.1,372,north,413.0,0.0,1082.0,37%,102.0,114.2,25.5
CHW,2257,6103,190,693,667,78,8.7%,18.8%,0.158,0.278,0.24600000000000002,0.318,0.40399999999999997,0.316,86,2.9,2007,71.0,0,11.1,680,southeast,400.0,0.0,596.0,71%,82.0,105.3,25.0
STL,2396,6370,174,779,744,73,9.1%,15.5%,0.152,0.312,0.281,0.35,0.433,0.342,107,34.0,2008,78.5,0,7.1,689,east northeast,400.0,0.0,436.0,56%,88.0,112.1,25.2
BOS,2293,6402,173,845,807,120,10.1%,16.7%,0.168,0.315,0.28,0.358,0.447,0.35100000000000003,110,32.9,2008,69.4,0,10.9,5,northeast,420.0,0.0,20.0,57%,80.0,105.5,18.1
PHI,2396,6273,214,799,762,136,9.3%,17.8%,0.182,0.28300000000000003,0.255,0.332,0.43799999999999994,0.33399999999999996,98,32.8,2008,75.5,0,9.6,57,north northeast,409.0,0.0,9.0,55%,87.0,105.0,24.5
CHC,2345,6384,184,855,811,87,10.0%,18.6%,0.165,0.321,0.278,0.354,0.44299999999999995,0.349,104,30.1,2008,68.3,0,10.2,684,north northeast,400.0,0.0,135.0,71%,82.0,107.8,18.6
TBR,2299,6312,180,774,735,142,9.9%,19.4%,0.162,0.302,0.26,0.34,0.42200000000000004,0.335,105,29.2,2008,72.0,1,0.0,7,northeast,412.0,1.0,43.0,63%,90.0,108.9,25.3
NYM,2405,6388,172,799,751,138,9.7%,16.0%,0.154,0.29600000000000004,0.266,0.34,0.42,0.332,100,28.9,2008,72.8,0,12.0,14,east northeast,410.0,0.0,13.0,63%,83.0,111.3,21.9
MIL,2227,6252,198,750,722,108,8.8%,19.2%,0.179,0.287,0.253,0.325,0.431,0.32899999999999996,97,24.6,2008,73.6,2,10.1,732,southeast,400.0,0.0,593.0,72%,75.0,111.2,21.1
ATL,2407,6368,130,753,721,58,9.7%,16.1%,0.138,0.309,0.27,0.345,0.408,0.332,99,24.5,2008,80.2,0,7.9,267,north northeast,401.0,0.0,1001.0,55%,88.0,112.1,23.1
CLE,2199,6299,171,805,772,77,8.9%,19.3%,0.162,0.305,0.262,0.33899999999999997,0.424,0.33399999999999996,103,24.0,2008,69.9,0,10.3,373,north,410.0,0.0,653.0,61%,81.0,105.4,21.9
TEX,2281,6478,194,901,867,81,9.2%,18.6%,0.179,0.325,0.28300000000000003,0.354,0.462,0.355,112,23.5,2008,84.3,0,9.3,247,east southeast,407.0,0.0,616.0,64%,92.0,112.6,18.9
HOU,2312,6051,167,712,684,114,7.4%,17.4%,0.152,0.29600000000000004,0.263,0.32299999999999995,0.415,0.322,93,23.3,2008,74.0,2,7.8,47,north northwest,436.0,0.0,38.0,75%,90.0,107.0,21.0
NYY,2330,6257,180,789,758,118,8.6%,16.2%,0.156,0.302,0.271,0.342,0.42700000000000005,0.33799999999999997,104,21.3,2008,73.7,0,9.4,20,east,408.0,0.0,54.0,63%,83.0,128.9,21.0
MIN,2287,6331,111,829,791,102,8.4%,15.5%,0.129,0.316,0.27899999999999997,0.34,0.408,0.32799999999999996,99,19.3,2008,71.3,1,0.0,1016,east,408.0,1.0,840.0,59%,80.0,107.5,34.3
BAL,2340,6211,172,782,750,81,8.6%,15.9%,0.162,0.29600000000000004,0.267,0.33299999999999996,0.429,0.33299999999999996,99,19.0,2008,75.3,0,4.2,59,northeast,410.0,0.0,130.0,75%,87.0,108.1,23.6
MIA,2361,6206,208,770,741,76,8.7%,22.1%,0.179,0.3,0.254,0.326,0.433,0.33,96,18.5,2008,76.3,0,11.0,1,east,420.0,0.0,3.0,61%,87.0,108.9,24.0
LAA,2229,6155,159,765,721,129,7.8%,16.0%,0.145,0.299,0.268,0.33,0.413,0.324,96,17.6,2008,75.6,0,6.3,20,northeast,400.0,0.0,148.0,55%,81.0,106.7,21.5
TOR,2244,6191,126,714,681,80,8.4%,15.2%,0.135,0.295,0.264,0.331,0.39899999999999997,0.322,94,17.3,2008,70.0,2,9.6,339,north,400.0,1.0,282.0,61%,77.0,109.5,29.0
DET,2267,6331,200,821,780,63,9.0%,17.0%,0.17300000000000001,0.301,0.271,0.34,0.444,0.34299999999999997,106,16.8,2008,70.2,0,9.7,454,south southeast,420.0,0.0,577.0,59%,80.0,113.7,26.5
LAD,2376,6194,137,700,659,126,8.8%,16.7%,0.134,0.301,0.264,0.33299999999999996,0.39899999999999997,0.321,93,16.7,2008,74.2,0,6.0,16,north northeast,395.0,0.0,522.0,52%,81.0,111.1,19.3
CHW,2298,6231,235,811,785,67,8.7%,16.3%,0.185,0.281,0.263,0.332,0.44799999999999995,0.33899999999999997,101,15.5,2008,71.0,0,11.1,680,southeast,400.0,0.0,596.0,71%,82.0,105.3,25.0
OAK,2282,6138,125,646,610,88,9.4%,20.0%,0.127,0.289,0.242,0.318,0.369,0.306,86,14.7,2008,65.6,0,11.1,1,east northeast,400.0,0.0,-21.0,75%,72.0,108.7,40.7
SDP,2343,6244,154,637,615,36,8.3%,20.2%,0.14,0.294,0.25,0.317,0.39,0.311,92,13.8,2008,71.5,0,8.5,2,north,401.0,0.0,16.0,76%,74.0,110.9,23.9
CIN,2392,6188,187,704,677,85,9.0%,18.2%,0.161,0.278,0.247,0.321,0.408,0.319,87,13.8,2008,74.3,0,7.6,474,east southeast,404.0,0.0,683.0,57%,84.0,106.9,23.6
SFG,2382,6145,94,640,606,108,7.4%,17.0%,0.12,0.305,0.262,0.321,0.382,0.309,83,10.3,2008,64.3,0,11.8,1,east,415.0,0.0,415.0,68%,67.0,110.8,25.5
ARI,2280,6156,159,720,683,58,9.5%,20.9%,0.16399999999999998,0.299,0.251,0.327,0.415,0.324,88,9.5,2008,81.1,2,8.1,372,north,413.0,0.0,1082.0,37%,102.0,114.2,25.5
WSN,2397,6192,117,641,608,81,8.6%,17.7%,0.122,0.292,0.251,0.32299999999999995,0.373,0.31,84,8.5,2008,76.9,0,5.8,85,north northeast,402.0,0.0,7.0,66%,87.0,109.1,23.1
COL,2310,6312,160,747,714,141,9.0%,19.2%,0.152,0.308,0.263,0.336,0.415,0.33,88,8.1,2008,73.7,0,6.5,947,north,424.0,0.0,5183.0,37.00%,86.0,119.2,24.9
SEA,2296,6176,124,671,631,90,6.8%,14.4%,0.124,0.294,0.265,0.318,0.389,0.31,90,7.6,2008,67.2,2,2.5,1,northeast,405.0,0.0,14.0,73%,70.0,106.1,24.3
KCR,2250,6118,120,691,650,79,6.4%,16.4%,0.128,0.307,0.26899999999999996,0.32,0.397,0.315,87,7.4,2008,77.3,0,8.5,648,northeast,400.0,0.0,886.0,66%,87.0,118.5,22.9
PIT,2340,6278,153,735,705,57,7.6%,16.5%,0.145,0.29,0.258,0.32,0.40299999999999997,0.317,89,6.3,2008,73.4,0,8.0,305,east southeast,410.0,0.0,743.0,58%,81.0,111.2,22.2
TBR,2345,6223,199,803,765,194,10.3%,19.7%,0.177,0.303,0.263,0.34299999999999997,0.439,0.342,109,35.1,2009,72.0,1,0.0,7,northeast,412.0,1.0,43.0,63%,90.0,108.9,25.3
NYY,2369,6449,244,915,881,111,10.3%,15.7%,0.19399999999999998,0.306,0.28300000000000003,0.36200000000000004,0.478,0.365,117,33.8,2009,73.7,0,9.4,20,east northeast,408.0,0.0,54.0,63%,83.0,108.8,19.7
PHI,2285,6338,224,820,788,119,9.3%,18.2%,0.18899999999999997,0.28600000000000003,0.258,0.33399999999999996,0.447,0.33899999999999997,103,32.0,2009,75.5,0,9.6,57,north northeast,409.0,0.0,9.0,55%,87.0,105.0,24.5
LAA,2246,6305,173,883,841,148,8.7%,16.7%,0.156,0.322,0.285,0.35,0.441,0.34600000000000003,108,29.1,2009,75.6,0,6.3,20,northeast,400.0,0.0,148.0,55%,81.0,106.7,21.5
LAD,2352,6385,145,780,739,116,9.5%,16.7%,0.141,0.309,0.27,0.34600000000000003,0.41200000000000003,0.332,102,27.4,2009,74.2,0,6.0,16,north northeast,395.0,0.0,522.0,52%,81.0,111.1,19.3
MIL,2321,6296,182,785,757,68,9.7%,19.6%,0.16399999999999998,0.305,0.263,0.341,0.426,0.336,103,24.6,2009,73.6,2,10.1,732,southeast,400.0,0.0,593.0,72%,75.0,111.2,21.1
BOS,2317,6344,212,872,822,126,10.4%,17.7%,0.184,0.301,0.27,0.35200000000000004,0.45399999999999996,0.35100000000000003,106,24.4,2009,69.4,0,10.9,5,northeast,420.0,0.0,20.0,57%,80.0,105.5,18.1
STL,2358,6168,160,730,694,75,8.6%,16.9%,0.152,0.29600000000000004,0.263,0.332,0.415,0.325,98,24.2,2009,78.5,0,7.1,689,east northeast,400.0,0.0,436.0,56%,88.0,112.1,25.2
MIN,2315,6346,172,817,770,85,9.2%,16.1%,0.155,0.306,0.27399999999999997,0.345,0.429,0.33799999999999997,104,22.4,2009,71.3,1,0.0,1016,east,408.0,1.0,840.0,59%,80.0,107.5,34.3
